race_id,rating,source,tier_code,n_sources,provenance
H-WI-03,Likely R,fixture_pvi_derived,-2.0,,fixture
H-WI-04,Safe D,fixture_pvi_derived,3.0,,fixture
H-WI-05,Safe R,fixture_pvi_derived,-3.0,,fixture
H-WI-06,Safe R,fixture_pvi_derived,-3.0,,fixture
H-WI-07,Safe R,fixture_pvi_derived,-3.0,,fixture
H-WI-08,Safe R,fixture_pvi_derived,-3.0,,fixture
H-WY-01,Safe R,fixture_pvi_derived,-3.0,,fixture
S-AL,Safe R,fixture_pvi_derived,-3.0,,fixture
S-AK,Safe R,fixture_pvi_derived,-3.0,,fixture
S-AR,Safe R,fixture_pvi_derived,-3.0,,fixture
S-CO,Likely D,fixture_pvi_derived,2.0,,fixture
S-DE,Safe D,fixture_pvi_derived,3.0,,fixture
S-GA,Lean R,fixture_pvi_derived,-1.0,,fixture
S-ID,Safe R,fixture_pvi_derived,-3.0,,fixture
S-IL,Safe D,fixture_pvi_derived,3.0,,fixture
S-IA,Likely R,fixture_pvi_derived,-2.0,,fixture
S-KS,Safe R,fixture_pvi_derived,-3.0,,fixture
S-KY,Safe R,fixture_pvi_derived,-3.0,,fixture
S-LA,Safe R,fixture_pvi_derived,-3.0,,fixture
S-ME,Toss-up,fixture_pvi_derived,0.0,,fixture
S-MA,Safe D,fixture_pvi_derived,3.0,,fixture
S-MI,Toss-up,fixture_pvi_derived,0.0,,fixture
S-MN,Lean D,fixture_pvi_derived,1.0,,fixture
S-MS,Safe R,fixture_pvi_derived,-3.0,,fixture
S-MT,Safe R,fixture_pvi_derived,-3.0,,fixture
S-NE,Safe R,fixture_pvi_derived,-3.0,,fixture
S-NH,Toss-up,fixture_pvi_derived,0.0,,fixture
S-NJ,Likely D,fixture_pvi_derived,2.0,,fixture
S-NM,Likely D,fixture_pvi_derived,2.0,,fixture
S-NC,Lean R,fixture_pvi_derived,-1.0,,fixture
S-OK,Safe R,fixture_pvi_derived,-3.0,,fixture
S-OR,Likely D,fixture_pvi_derived,2.0,,fixture
S-RI,Safe D,fixture_pvi_derived,3.0,,fixture
S-SC,Safe R,fixture_pvi_derived,-3.0,,fixture
S-SD,Safe R,fixture_pvi_derived,-3.0,,fixture
S-TN,Safe R,fixture_pvi_derived,-3.0,,fixture
S-TX,Likely R,fixture_pvi_derived,-2.0,,fixture
S-VA,Lean D,fixture_pvi_derived,1.0,,fixture
S-WV,Safe R,fixture_pvi_derived,-3.0,,fixture
S-WY,Safe R,fixture_pvi_derived,-3.0,,fixture
S-OH-special,Likely R,fixture_pvi_derived,-2.0,,fixture
S-FL-special,Likely R,fixture_pvi_derived,-2.0,,fixture
G-AL,Safe R,fixture_pvi_derived,-3.0,,fixture
G-AK,Safe R,fixture_pvi_derived,-3.0,,fixture
G-AZ,Lean R,fixture_pvi_derived,-1.0,,fixture
G-AR,Safe R,fixture_pvi_derived,-3.0,,fixture
G-CA,Safe D,fixture_pvi_derived,3.0,,fixture
G-CO,Likely D,fixture_pvi_derived,2.0,,fixture
G-CT,Likely D,fixture_pvi_derived,2.0,,fixture
G-FL,Likely R,fixture_pvi_derived,-2.0,,fixture
G-GA,Likely R,fixture_pvi_derived,-2.0,,fixture
G-HI,Safe D,fixture_pvi_derived,3.0,,fixture
G-ID,Safe R,fixture_pvi_derived,-3.0,,fixture
G-IL,Safe D,fixture_pvi_derived,3.0,,fixture
G-IA,Likely R,fixture_pvi_derived,-2.0,,fixture
G-KS,Safe R,fixture_pvi_derived,-3.0,,fixture
G-ME,Lean D,fixture_pvi_derived,1.0,,fixture
G-MD,Safe D,fixture_pvi_derived,3.0,,fixture
G-MA,Safe D,fixture_pvi_derived,3.0,,fixture
G-MI,Toss-up,fixture_pvi_derived,0.0,,fixture
G-MN,Lean D,fixture_pvi_derived,1.0,,fixture
G-NE,Safe R,fixture_pvi_derived,-3.0,,fixture
G-NV,Lean R,fixture_pvi_derived,-1.0,,fixture
G-NH,Toss-up,fixture_pvi_derived,0.0,,fixture
G-NM,Likely D,fixture_pvi_derived,2.0,,fixture
G-NY,Safe D,fixture_pvi_derived,3.0,,fixture
G-OH,Likely R,fixture_pvi_derived,-2.0,,fixture
G-OK,Safe R,fixture_pvi_derived,-3.0,,fixture
G-OR,Likely D,fixture_pvi_derived,2.0,,fixture
G-PA,Toss-up,fixture_pvi_derived,0.0,,fixture
G-RI,Safe D,fixture_pvi_derived,3.0,,fixture
G-SC,Safe R,fixture_pvi_derived,-3.0,,fixture
G-SD,Safe R,fixture_pvi_derived,-3.0,,fixture
G-TN,Safe R,fixture_pvi_derived,-3.0,,fixture
G-TX,Likely R,fixture_pvi_derived,-2.0,,fixture
G-VT,Safe D,fixture_pvi_derived,3.0,,fixture
G-WI,Toss-up,fixture_pvi_derived,0.0,,fixture
G-WY,Safe R,fixture_pvi_derived,-3.0,,fixture
G-AK,Safe R,consensus,-3.0,1.0,fixture
G-AL,Safe R,consensus,-3.0,1.0,fixture
G-AR,Safe R,consensus,-3.0,1.0,fixture
G-AZ,Lean R,consensus,-1.0,1.0,fixture
G-CA,Safe D,consensus,3.0,1.0,fixture
G-CO,Likely D,consensus,2.0,1.0,fixture
G-CT,Likely D,consensus,2.0,1.0,fixture
G-FL,Likely R,consensus,-2.0,1.0,fixture
G-GA,Likely R,consensus,-2.0,1.0,fixture
G-HI,Safe D,consensus,3.0,1.0,fixture
G-IA,Likely R,consensus,-2.0,1.0,fixture
G-ID,Safe R,consensus,-3.0,1.0,fixture
G-IL,Safe D,consensus,3.0,1.0,fixture
G-KS,Safe R,consensus,-3.0,1.0,fixture
G-MA,Safe D,consensus,3.0,1.0,fixture
G-MD,Safe D,consensus,3.0,1.0,fixture
G-ME,Lean D,consensus,1.0,1.0,fixture
G-MI,Toss-up,consensus,0.0,1.0,fixture
G-MN,Lean D,consensus,1.0,1.0,fixture
G-NE,Safe R,consensus,-3.0,1.0,fixture
G-NH,Toss-up,consensus,0.0,1.0,fixture
G-NM,Likely D,consensus,2.0,1.0,fixture
G-NV,Lean R,consensus,-1.0,1.0,fixture
G-NY,Safe D,consensus,3.0,1.0,fixture
G-OH,Likely R,consensus,-2.0,1.0,fixture
G-OK,Safe R,consensus,-3.0,1.0,fixture
G-OR,Likely D,consensus,2.0,1.0,fixture
G-PA,Toss-up,consensus,0.0,1.0,fixture
G-RI,Safe D,consensus,3.0,1.0,fixture
G-SC,Safe R,consensus,-3.0,1.0,fixture
G-SD,Safe R,consensus,-3.0,1.0,fixture
G-TN,Safe R,consensus,-3.0,1.0,fixture
G-TX,Likely R,consensus,-2.0,1.0,fixture
G-VT,Safe D,consensus,3.0,1.0,fixture
G-WI,Toss-up,consensus,0.0,1.0,fixture
G-WY,Safe R,consensus,-3.0,1.0,fixture
H-AK-01,Likely R,consensus,-2.0,1.0,fixture
H-AL-01,Safe R,consensus,-3.0,1.0,fixture
H-AL-02,Safe R,consensus,-3.0,1.0,fixture
H-AL-03,Safe R,consensus,-3.0,1.0,fixture
H-AL-04,Safe R,consensus,-3.0,1.0,fixture
H-AL-05,Safe R,consensus,-3.0,1.0,fixture
H-AL-06,Safe R,consensus,-3.0,1.0,fixture
H-AL-07,Safe D,consensus,3.0,1.0,fixture
H-AR-01,Safe R,consensus,-3.0,1.0,fixture
H-AR-02,Safe R,consensus,-3.0,1.0,fixture
H-AR-03,Safe R,consensus,-3.0,1.0,fixture
H-AR-04,Safe R,consensus,-3.0,1.0,fixture
H-AZ-01,Lean R,consensus,-1.0,1.0,fixture
H-AZ-02,Safe R,consensus,-3.0,1.0,fixture
H-AZ-03,Safe D,consensus,3.0,1.0,fixture
H-AZ-04,Toss-up,consensus,0.0,1.0,fixture
H-AZ-05,Safe R,consensus,-3.0,1.0,fixture
H-AZ-06,Lean R,consensus,-1.0,1.0,fixture
H-AZ-07,Safe D,consensus,3.0,1.0,fixture
H-AZ-08,Safe R,consensus,-3.0,1.0,fixture
H-AZ-09,Safe R,consensus,-3.0,1.0,fixture
H-CA-01,Safe R,consensus,-3.0,1.0,fixture
H-CA-02,Safe D,consensus,3.0,1.0,fixture
H-CA-03,Lean R,consensus,-1.0,1.0,fixture
H-CA-04,Safe D,consensus,3.0,1.0,fixture
H-CA-05,Safe R,consensus,-3.0,1.0,fixture
H-CA-06,Likely D,consensus,2.0,1.0,fixture
H-CA-07,Safe D,consensus,3.0,1.0,fixture
H-CA-08,Safe D,consensus,3.0,1.0,fixture
H-CA-09,Likely D,consensus,2.0,1.0,fixture
H-CA-10,Safe D,consensus,3.0,1.0,fixture
H-CA-11,Safe D,consensus,3.0,1.0,fixture
H-CA-12,Safe D,consensus,3.0,1.0,fixture
H-CA-13,Lean D,consensus,1.0,1.0,fixture
H-CA-14,Safe D,consensus,3.0,1.0,fixture
H-CA-15,Safe D,consensus,3.0,1.0,fixture
H-CA-16,Safe D,consensus,3.0,1.0,fixture
H-CA-17,Safe D,consensus,3.0,1.0,fixture
H-CA-18,Safe D,consensus,3.0,1.0,fixture
H-CA-19,Safe D,consensus,3.0,1.0,fixture
H-CA-20,Safe R,consensus,-3.0,1.0,fixture
H-CA-21,Safe D,consensus,3.0,1.0,fixture
H-CA-22,Likely D,consensus,2.0,1.0,fixture
H-CA-23,Safe R,consensus,-3.0,1.0,fixture
H-CA-24,Safe D,consensus,3.0,1.0,fixture
H-CA-25,Likely D,consensus,2.0,1.0,fixture
H-CA-26,Safe D,consensus,3.0,1.0,fixture
H-CA-27,Lean D,consensus,1.0,1.0,fixture
H-CA-28,Safe D,consensus,3.0,1.0,fixture
H-CA-29,Safe D,consensus,3.0,1.0,fixture
H-CA-30,Safe D,consensus,3.0,1.0,fixture
H-CA-31,Safe D,consensus,3.0,1.0,fixture
H-CA-32,Safe D,consensus,3.0,1.0,fixture
H-CA-33,Safe D,consensus,3.0,1.0,fixture
H-CA-34,Safe D,consensus,3.0,1.0,fixture
H-CA-35,Safe D,consensus,3.0,1.0,fixture
H-CA-36,Safe D,consensus,3.0,1.0,fixture
H-CA-37,Safe D,consensus,3.0,1.0,fixture
H-CA-38,Safe D,consensus,3.0,1.0,fixture
H-CA-39,Safe D,consensus,3.0,1.0,fixture
H-CA-40,Lean R,consensus,-1.0,1.0,fixture
H-CA-41,Lean R,consensus,-1.0,1.0,fixture
H-CA-42,Safe D,consensus,3.0,1.0,fixture
H-CA-43,Safe D,consensus,3.0,1.0,fixture
H-CA-44,Safe D,consensus,3.0,1.0,fixture
H-CA-45,Lean D,consensus,1.0,1.0,fixture
H-CA-46,Safe D,consensus,3.0,1.0,fixture
H-CA-47,Lean D,consensus,1.0,1.0,fixture
H-CA-48,Safe R,consensus,-3.0,1.0,fixture
H-CA-49,Lean D,consensus,1.0,1.0,fixture
H-CA-50,Safe D,consensus,3.0,1.0,fixture
H-CA-51,Safe D,consensus,3.0,1.0,fixture
H-CA-52,Safe D,consensus,3.0,1.0,fixture
H-CO-01,Safe D,consensus,3.0,1.0,fixture
H-CO-02,Safe D,consensus,3.0,1.0,fixture
H-CO-03,Likely R,consensus,-2.0,1.0,fixture
H-CO-04,Safe R,consensus,-3.0,1.0,fixture
H-CO-05,Safe R,consensus,-3.0,1.0,fixture
H-CO-06,Safe D,consensus,3.0,1.0,fixture
H-CO-07,Lean D,consensus,1.0,1.0,fixture
H-CO-08,Toss-up,consensus,0.0,1.0,fixture
H-CT-01,Safe D,consensus,3.0,1.0,fixture
H-CT-02,Toss-up,consensus,0.0,1.0,fixture
H-CT-03,Likely D,consensus,2.0,1.0,fixture
H-CT-04,Safe D,consensus,3.0,1.0,fixture
H-CT-05,Toss-up,consensus,0.0,1.0,fixture
H-DE-01,Likely D,consensus,2.0,1.0,fixture
H-FL-01,Safe R,consensus,-3.0,1.0,fixture
H-FL-02,Safe R,consensus,-3.0,1.0,fixture
H-FL-03,Safe R,consensus,-3.0,1.0,fixture
H-FL-04,Safe R,consensus,-3.0,1.0,fixture
H-FL-05,Safe R,consensus,-3.0,1.0,fixture
H-FL-06,Safe R,consensus,-3.0,1.0,fixture
H-FL-07,Likely R,consensus,-2.0,1.0,fixture
H-FL-08,Safe R,consensus,-3.0,1.0,fixture
H-FL-09,Safe D,consensus,3.0,1.0,fixture
H-FL-10,Safe D,consensus,3.0,1.0,fixture
H-FL-11,Safe R,consensus,-3.0,1.0,fixture
H-FL-12,Safe R,consensus,-3.0,1.0,fixture
H-FL-13,Likely R,consensus,-2.0,1.0,fixture
H-FL-14,Likely D,consensus,2.0,1.0,fixture
H-FL-15,Lean R,consensus,-1.0,1.0,fixture
H-FL-16,Likely R,consensus,-2.0,1.0,fixture
H-FL-17,Safe R,consensus,-3.0,1.0,fixture
H-FL-18,Safe R,consensus,-3.0,1.0,fixture
H-FL-19,Safe R,consensus,-3.0,1.0,fixture
H-FL-20,Safe D,consensus,3.0,1.0,fixture
H-FL-21,Likely R,consensus,-2.0,1.0,fixture
H-FL-22,Likely D,consensus,2.0,1.0,fixture
H-FL-23,Likely D,consensus,2.0,1.0,fixture
H-FL-24,Safe D,consensus,3.0,1.0,fixture
H-FL-25,Safe D,consensus,3.0,1.0,fixture
H-FL-26,Likely R,consensus,-2.0,1.0,fixture
H-FL-27,Toss-up,consensus,0.0,1.0,fixture
H-FL-28,Lean R,consensus,-1.0,1.0,fixture
H-GA-01,Safe R,consensus,-3.0,1.0,fixture
H-GA-02,Lean D,consensus,1.0,1.0,fixture
H-GA-03,Safe R,consensus,-3.0,1.0,fixture
H-GA-04,Safe D,consensus,3.0,1.0,fixture
H-GA-05,Safe D,consensus,3.0,1.0,fixture
H-GA-06,Safe R,consensus,-3.0,1.0,fixture
H-GA-07,Safe D,consensus,3.0,1.0,fixture
H-GA-08,Safe R,consensus,-3.0,1.0,fixture
H-GA-09,Safe R,consensus,-3.0,1.0,fixture
H-GA-10,Safe R,consensus,-3.0,1.0,fixture
H-GA-11,Safe R,consensus,-3.0,1.0,fixture
H-GA-12,Safe R,consensus,-3.0,1.0,fixture
H-GA-13,Safe D,consensus,3.0,1.0,fixture
H-GA-14,Safe R,consensus,-3.0,1.0,fixture
H-HI-01,Safe D,consensus,3.0,1.0,fixture
H-HI-02,Safe D,consensus,3.0,1.0,fixture
H-IA-01,Lean R,consensus,-1.0,1.0,fixture
H-IA-02,Lean R,consensus,-1.0,1.0,fixture
H-IA-03,Toss-up,consensus,0.0,1.0,fixture
H-IA-04,Safe R,consensus,-3.0,1.0,fixture
H-ID-01,Safe R,consensus,-3.0,1.0,fixture
H-ID-02,Safe R,consensus,-3.0,1.0,fixture
H-IL-01,Safe D,consensus,3.0,1.0,fixture
H-IL-02,Safe D,consensus,3.0,1.0,fixture
H-IL-03,Safe D,consensus,3.0,1.0,fixture
H-IL-04,Safe D,consensus,3.0,1.0,fixture
H-IL-05,Safe D,consensus,3.0,1.0,fixture
H-IL-06,Lean D,consensus,1.0,1.0,fixture
H-IL-07,Safe D,consensus,3.0,1.0,fixture
H-IL-08,Likely D,consensus,2.0,1.0,fixture
H-IL-09,Safe D,consensus,3.0,1.0,fixture
H-IL-10,Safe D,consensus,3.0,1.0,fixture
H-IL-11,Likely D,consensus,2.0,1.0,fixture
H-IL-12,Safe R,consensus,-3.0,1.0,fixture
H-IL-13,Lean D,consensus,1.0,1.0,fixture
H-IL-14,Lean D,consensus,1.0,1.0,fixture
H-IL-15,Safe R,consensus,-3.0,1.0,fixture
H-IL-16,Safe R,consensus,-3.0,1.0,fixture
H-IL-17,Lean D,consensus,1.0,1.0,fixture
H-IN-01,Lean D,consensus,1.0,1.0,fixture
H-IN-02,Safe R,consensus,-3.0,1.0,fixture
H-IN-03,Safe R,consensus,-3.0,1.0,fixture
H-IN-04,Safe R,consensus,-3.0,1.0,fixture
H-IN-05,Safe R,consensus,-3.0,1.0,fixture
H-IN-06,Safe R,consensus,-3.0,1.0,fixture
H-IN-07,Safe D,consensus,3.0,1.0,fixture
H-IN-08,Safe R,consensus,-3.0,1.0,fixture
H-IN-09,Safe R,consensus,-3.0,1.0,fixture
H-KS-01,Safe R,consensus,-3.0,1.0,fixture
H-KS-02,Safe R,consensus,-3.0,1.0,fixture
H-KS-03,Lean R,consensus,-1.0,1.0,fixture
H-KS-04,Safe R,consensus,-3.0,1.0,fixture
H-KY-01,Safe R,consensus,-3.0,1.0,fixture
H-KY-02,Safe R,consensus,-3.0,1.0,fixture
H-KY-03,Safe D,consensus,3.0,1.0,fixture
H-KY-04,Safe R,consensus,-3.0,1.0,fixture
H-KY-05,Safe R,consensus,-3.0,1.0,fixture
H-KY-06,Likely R,consensus,-2.0,1.0,fixture
H-LA-01,Safe R,consensus,-3.0,1.0,fixture
H-LA-02,Safe D,consensus,3.0,1.0,fixture
H-LA-03,Safe R,consensus,-3.0,1.0,fixture
H-LA-04,Safe R,consensus,-3.0,1.0,fixture
H-LA-05,Safe R,consensus,-3.0,1.0,fixture
H-LA-06,Safe R,consensus,-3.0,1.0,fixture
H-MA-01,Safe D,consensus,3.0,1.0,fixture
H-MA-02,Safe D,consensus,3.0,1.0,fixture
H-MA-03,Safe D,consensus,3.0,1.0,fixture
H-MA-04,Safe D,consensus,3.0,1.0,fixture
H-MA-05,Safe D,consensus,3.0,1.0,fixture
H-MA-06,Safe D,consensus,3.0,1.0,fixture
H-MA-07,Safe D,consensus,3.0,1.0,fixture
H-MA-08,Safe D,consensus,3.0,1.0,fixture
H-MA-09,Safe D,consensus,3.0,1.0,fixture
H-MD-01,Safe R,consensus,-3.0,1.0,fixture
H-MD-02,Likely D,consensus,2.0,1.0,fixture
H-MD-03,Likely D,consensus,2.0,1.0,fixture
H-MD-04,Safe D,consensus,3.0,1.0,fixture
H-MD-05,Safe D,consensus,3.0,1.0,fixture
H-MD-06,Toss-up,consensus,0.0,1.0,fixture
H-MD-07,Safe D,consensus,3.0,1.0,fixture
H-MD-08,Safe D,consensus,3.0,1.0,fixture
H-ME-01,Safe D,consensus,3.0,1.0,fixture
H-ME-02,Likely R,consensus,-2.0,1.0,fixture
H-MI-01,Safe R,consensus,-3.0,1.0,fixture
H-MI-02,Safe R,consensus,-3.0,1.0,fixture
H-MI-03,Toss-up,consensus,0.0,1.0,fixture
H-MI-04,Likely R,consensus,-2.0,1.0,fixture
H-MI-05,Safe R,consensus,-3.0,1.0,fixture
H-MI-06,Safe D,consensus,3.0,1.0,fixture
H-MI-07,Lean R,consensus,-1.0,1.0,fixture
H-MI-08,Toss-up,consensus,0.0,1.0,fixture
H-MI-09,Safe R,consensus,-3.0,1.0,fixture
H-MI-10,Lean R,consensus,-1.0,1.0,fixture
H-MI-11,Likely D,consensus,2.0,1.0,fixture
H-MI-12,Safe D,consensus,3.0,1.0,fixture
H-MI-13,Safe D,consensus,3.0,1.0,fixture
H-MN-01,Likely R,consensus,-2.0,1.0,fixture
H-MN-02,Toss-up,consensus,0.0,1.0,fixture
H-MN-03,Likely D,consensus,2.0,1.0,fixture
H-MN-04,Safe D,consensus,3.0,1.0,fixture
H-MN-05,Safe D,consensus,3.0,1.0,fixture
H-MN-06,Safe R,consensus,-3.0,1.0,fixture
H-MN-07,Safe R,consensus,-3.0,1.0,fixture
H-MN-08,Likely R,consensus,-2.0,1.0,fixture
H-MO-01,Safe D,consensus,3.0,1.0,fixture
H-MO-02,Safe R,consensus,-3.0,1.0,fixture
H-MO-03,Safe R,consensus,-3.0,1.0,fixture
H-MO-04,Safe R,consensus,-3.0,1.0,fixture
H-MO-05,Safe D,consensus,3.0,1.0,fixture
H-MO-06,Safe R,consensus,-3.0,1.0,fixture
H-MO-07,Safe R,consensus,-3.0,1.0,fixture
H-MO-08,Safe R,consensus,-3.0,1.0,fixture
H-MS-01,Safe R,consensus,-3.0,1.0,fixture
H-MS-02,Safe D,consensus,3.0,1.0,fixture
H-MS-03,Safe R,consensus,-3.0,1.0,fixture
H-MS-04,Safe R,consensus,-3.0,1.0,fixture
H-MT-01,Likely R,consensus,-2.0,1.0,fixture
H-MT-02,Safe R,consensus,-3.0,1.0,fixture
H-NC-01,Lean D,consensus,1.0,1.0,fixture
H-NC-02,Safe D,consensus,3.0,1.0,fixture
H-NC-03,Safe R,consensus,-3.0,1.0,fixture
H-NC-04,Safe D,consensus,3.0,1.0,fixture
H-NC-05,Safe R,consensus,-3.0,1.0,fixture
H-NC-06,Likely D,consensus,2.0,1.0,fixture
H-NC-07,Safe R,consensus,-3.0,1.0,fixture
H-NC-08,Safe R,consensus,-3.0,1.0,fixture
H-NC-09,Likely R,consensus,-2.0,1.0,fixture
H-NC-10,Safe R,consensus,-3.0,1.0,fixture
H-NC-11,Likely R,consensus,-2.0,1.0,fixture
H-NC-12,Safe D,consensus,3.0,1.0,fixture
H-NC-13,Toss-up,consensus,0.0,1.0,fixture
H-NC-14,Likely D,consensus,2.0,1.0,fixture
H-ND-01,Safe R,consensus,-3.0,1.0,fixture
H-NE-01,Safe R,consensus,-3.0,1.0,fixture
H-NE-02,Toss-up,consensus,0.0,1.0,fixture
H-NE-03,Safe R,consensus,-3.0,1.0,fixture
H-NH-01,Toss-up,consensus,0.0,1.0,fixture
H-NH-02,Toss-up,consensus,0.0,1.0,fixture
H-NJ-01,Safe D,consensus,3.0,1.0,fixture
H-NJ-02,Likely R,consensus,-2.0,1.0,fixture
H-NJ-03,Likely D,consensus,2.0,1.0,fixture
H-NJ-04,Safe R,consensus,-3.0,1.0,fixture
H-NJ-05,Lean D,consensus,1.0,1.0,fixture
H-NJ-06,Likely D,consensus,2.0,1.0,fixture
H-NJ-07,Lean R,consensus,-1.0,1.0,fixture
H-NJ-08,Safe D,consensus,3.0,1.0,fixture
H-NJ-09,Safe D,consensus,3.0,1.0,fixture
H-NJ-10,Safe D,consensus,3.0,1.0,fixture
H-NJ-11,Likely D,consensus,2.0,1.0,fixture
H-NJ-12,Safe D,consensus,3.0,1.0,fixture
H-NM-01,Likely D,consensus,2.0,1.0,fixture
H-NM-02,Lean D,consensus,1.0,1.0,fixture
H-NM-03,Lean D,consensus,1.0,1.0,fixture
H-NV-01,Lean D,consensus,1.0,1.0,fixture
H-NV-02,Likely R,consensus,-2.0,1.0,fixture
H-NV-03,Toss-up,consensus,0.0,1.0,fixture
H-NV-04,Lean D,consensus,1.0,1.0,fixture
H-NY-01,Lean R,consensus,-1.0,1.0,fixture
H-NY-02,Lean R,consensus,-1.0,1.0,fixture
H-NY-03,Lean D,consensus,1.0,1.0,fixture
H-NY-04,Likely D,consensus,2.0,1.0,fixture
H-NY-05,Safe D,consensus,3.0,1.0,fixture
H-NY-06,Safe D,consensus,3.0,1.0,fixture
H-NY-07,Safe D,consensus,3.0,1.0,fixture
H-NY-08,Safe D,consensus,3.0,1.0,fixture
H-NY-09,Safe D,consensus,3.0,1.0,fixture
H-NY-10,Safe D,consensus,3.0,1.0,fixture
H-NY-11,Likely R,consensus,-2.0,1.0,fixture
H-NY-12,Safe D,consensus,3.0,1.0,fixture
H-NY-13,Safe D,consensus,3.0,1.0,fixture
H-NY-14,Safe D,consensus,3.0,1.0,fixture
H-NY-15,Safe D,consensus,3.0,1.0,fixture
H-NY-16,Safe D,consensus,3.0,1.0,fixture
H-NY-17,Lean D,consensus,1.0,1.0,fixture
H-NY-18,Toss-up,consensus,0.0,1.0,fixture
H-NY-19,Toss-up,consensus,0.0,1.0,fixture
H-NY-20,Likely D,consensus,2.0,1.0,fixture
H-NY-21,Safe R,consensus,-3.0,1.0,fixture
H-NY-22,Toss-up,consensus,0.0,1.0,fixture
H-NY-23,Safe R,consensus,-3.0,1.0,fixture
H-NY-24,Safe R,consensus,-3.0,1.0,fixture
H-NY-25,Likely D,consensus,2.0,1.0,fixture
H-NY-26,Safe D,consensus,3.0,1.0,fixture
H-OH-01,Lean D,consensus,1.0,1.0,fixture
H-OH-02,Safe R,consensus,-3.0,1.0,fixture
H-OH-03,Safe D,consensus,3.0,1.0,fixture
H-OH-04,Safe R,consensus,-3.0,1.0,fixture
H-OH-05,Safe R,consensus,-3.0,1.0,fixture
H-OH-06,Safe R,consensus,-3.0,1.0,fixture
H-OH-07,Likely R,consensus,-2.0,1.0,fixture
H-OH-08,Safe R,consensus,-3.0,1.0,fixture
H-OH-09,Lean R,consensus,-1.0,1.0,fixture
H-OH-10,Likely R,consensus,-2.0,1.0,fixture
H-OH-11,Safe D,consensus,3.0,1.0,fixture
H-OH-12,Safe R,consensus,-3.0,1.0,fixture
H-OH-13,Toss-up,consensus,0.0,1.0,fixture
H-OH-14,Safe R,consensus,-3.0,1.0,fixture
H-OH-15,Likely R,consensus,-2.0,1.0,fixture
H-OK-01,Safe R,consensus,-3.0,1.0,fixture
H-OK-02,Safe R,consensus,-3.0,1.0,fixture
H-OK-03,Safe R,consensus,-3.0,1.0,fixture
H-OK-04,Safe R,consensus,-3.0,1.0,fixture
H-OK-05,Safe R,consensus,-3.0,1.0,fixture
H-OR-01,Safe D,consensus,3.0,1.0,fixture
H-OR-02,Safe R,consensus,-3.0,1.0,fixture
H-OR-03,Safe D,consensus,3.0,1.0,fixture
H-OR-04,Likely D,consensus,2.0,1.0,fixture
H-OR-05,Lean D,consensus,1.0,1.0,fixture
H-OR-06,Lean D,consensus,1.0,1.0,fixture
H-PA-01,Toss-up,consensus,0.0,1.0,fixture
H-PA-02,Safe D,consensus,3.0,1.0,fixture
H-PA-03,Safe D,consensus,3.0,1.0,fixture
H-PA-04,Likely D,consensus,2.0,1.0,fixture
H-PA-05,Safe D,consensus,3.0,1.0,fixture
H-PA-06,Likely D,consensus,2.0,1.0,fixture
H-PA-07,Lean R,consensus,-1.0,1.0,fixture
H-PA-08,Likely R,consensus,-2.0,1.0,fixture
H-PA-09,Safe R,consensus,-3.0,1.0,fixture
H-PA-10,Likely R,consensus,-2.0,1.0,fixture
H-PA-11,Safe R,consensus,-3.0,1.0,fixture
H-PA-12,Safe D,consensus,3.0,1.0,fixture
H-PA-13,Safe R,consensus,-3.0,1.0,fixture
H-PA-14,Safe R,consensus,-3.0,1.0,fixture
H-PA-15,Safe R,consensus,-3.0,1.0,fixture
H-PA-16,Safe R,consensus,-3.0,1.0,fixture
H-PA-17,Toss-up,consensus,0.0,1.0,fixture
H-RI-01,Safe D,consensus,3.0,1.0,fixture
H-RI-02,Safe D,consensus,3.0,1.0,fixture
H-SC-01,Safe R,consensus,-3.0,1.0,fixture
H-SC-02,Safe R,consensus,-3.0,1.0,fixture
H-SC-03,Safe R,consensus,-3.0,1.0,fixture
H-SC-04,Safe R,consensus,-3.0,1.0,fixture
H-SC-05,Safe R,consensus,-3.0,1.0,fixture
H-SC-06,Safe D,consensus,3.0,1.0,fixture
H-SC-07,Safe R,consensus,-3.0,1.0,fixture
H-SD-01,Safe R,consensus,-3.0,1.0,fixture
H-TN-01,Safe R,consensus,-3.0,1.0,fixture
H-TN-02,Safe R,consensus,-3.0,1.0,fixture
H-TN-03,Safe R,consensus,-3.0,1.0,fixture
H-TN-04,Safe R,consensus,-3.0,1.0,fixture
H-TN-05,Safe R,consensus,-3.0,1.0,fixture
H-TN-06,Safe R,consensus,-3.0,1.0,fixture
H-TN-07,Safe R,consensus,-3.0,1.0,fixture
H-TN-08,Safe R,consensus,-3.0,1.0,fixture
H-TN-09,Safe D,consensus,3.0,1.0,fixture
H-TX-01,Safe R,consensus,-3.0,1.0,fixture
H-TX-02,Safe R,consensus,-3.0,1.0,fixture
H-TX-03,Safe R,consensus,-3.0,1.0,fixture
H-TX-04,Safe R,consensus,-3.0,1.0,fixture
H-TX-05,Safe R,consensus,-3.0,1.0,fixture
H-TX-06,Safe R,consensus,-3.0,1.0,fixture
H-TX-07,Safe D,consensus,3.0,1.0,fixture
H-TX-08,Safe R,consensus,-3.0,1.0,fixture
H-TX-09,Safe D,consensus,3.0,1.0,fixture
H-TX-10,Safe R,consensus,-3.0,1.0,fixture
